Campus,Code,Name,Credits,Areas of Knowledge,Prerequisites
Seattle,GWSS 355,Men and Masculinity,5,I&S,
Seattle,GWSS 357,Psychobiology of Women,5,"DIV,NW",
Seattle,GWSS 374,Introduction to Transgender Studies,5,"DIV,I&S",
Seattle,GWSS 383,Social History of American Women to 1890,5,"DIV,I&S",
Seattle,GWSS 384,Social History of American Women in the Twentieth Century,5,I&S,
Seattle,GWSS 385,"Women and Activism in the U.S., 1820-1990s",5,I&S,
Seattle,GWSS 389,"Race, Gender, and Sexuality in the Media",5,"DIV,I&S",
Seattle,GWSS 390,"Intermediate Topics in Gender, Women, and Sexuality Studies",5,I&S,
Seattle,GWSS 391,Collaborations in Feminism and Technolgoy,5,,
Seattle,GWSS 392,Asian American and Pacific Islander Women,5,"DIV,I&S",
Seattle,GWSS 405,Comparative Women's Movements and Activism,5,I&S,"GWSS 305,SOC 364"
Seattle,GWSS 409,Queer Health,5,"DIV,I&S",
Seattle,GWSS 417,The Politics of Talent Development,5,I&S,
Seattle,GWSS 427,Women and Violence,5,"DIV,I&S",
Seattle,GWSS 428,Feminist Understanding of Victims,5,"DIV,I&S",GWSS 200
Seattle,GWSS 429,Scandinavian Women Writers in English Translation,5,"DIV,VLPA",
Seattle,GWSS 435,Gender and Spirituality,5,I&S,
Seattle,GWSS 438,Jewish Women in Contemporary America,5,"DIV,I&S",
Seattle,GWSS 440,Reading Native American Women's Lives,5,"DIV,I&S",
Seattle,GWSS 442,Images of Natives in the Cinema and Popular Cultures,5,"DIV,I&S,VLPA",
Seattle,GWSS 444,"Criminality and ""Deviance"" in Native Communities",5,,
Seattle,GWSS 446,Global Asia,5,"DIV,I&S","ANTH 442,JSIS A 452"
Seattle,GWSS 447,Economics of Gender,5,"DIV,I&S","ECON 300,ECON 447"
Seattle,GWSS 450,Language and Gender,5,"DIV,I&S,VLPA","ANTH 203,ANTH 450,LING 200,LING 201,LING 203,LING 458"
Seattle,GWSS 451,Latina Cultural Production,5,"I&S,VLPA",
Seattle,GWSS 453,Lesbian Lives and Culture,5,I&S,"GWSS 200,GWSS 206"
Seattle,GWSS 454,"Women, Words, Music, and Change",5,"DIV,I&S,VLPA",
Seattle,GWSS 455,Contemporary Feminist Theory,5,"DIV,I&S",GWSS 200
Seattle,GWSS 456,"Feminism, Racism, and Anti-Racism",5,"DIV,I&S",GWSS 200
Seattle,GWSS 457,Women in China to 1800,5,"DIV,I&S",
Seattle,GWSS 458,Ideologies and Technologies of Motherhood,5,"DIV,I&S","ANTH 484,GWSS 200"
Seattle,GWSS 459,"Gender Histories of Modern China, Eighteenth to Twentieth Centuries",5,I&S,
Seattle,GWSS 462,Isak Dinesen and Karen Blixen,5,VLPA,
Seattle,GWSS 464,Queer Desires,5,"DIV,I&S",
Seattle,GWSS 466,Gender and Architecture,3,"I&S,VLPA",
Seattle,GWSS 468,Latin American Women,5,"DIV,I&S,VLPA","SPAN 303,SPAN 316,SPAN 321,SPAN 468"
Seattle,GWSS 474,Trans/Gender Queries,5,"DIV,I&S",
Seattle,GWSS 476,Women and the City,5,"DIV,I&S",
Seattle,GWSS 483,Topics in U.S. Women's History,5,I&S,"GWSS 200,GWSS 283,GWSS 383"
Seattle,GWSS 485,Issues for Ethnic Minorities and Women in Science and Engineering,,I&S,
Seattle,GWSS 486,"Representing Beyond the Binaries: Mixing Race, Gender, and Sexuality in the Media",5,"DIV,I&S",
Seattle,GWSS 487,Advanced Psychobiology of Women,5,"I&S,NW","GWSS 357,PSYCH 357,PSYCH 487"
Seattle,GWSS 488,Women and/in Science,5,"DIV,I&S",
Seattle,GWSS 489,Black Cultural Studies,5,I&S,
Seattle,GWSS 490,Special Topics in Women Studies,,I&S,
Seattle,GWSS 493,Senior Thesis,,I&S,
Seattle,GWSS 494,Women Studies Capstone,5,I&S,"GWSS 200,GWSS 300"
Seattle,GWSS 495,Tutoring Women Studies,5,,"GWSS 200,GWSS 300"
Seattle,GWSS 496,Global Feminisms: International and Indigenous Communities,,I&S,"GWSS 200,GWSS 300"
Seattle,GWSS 497,Fieldwork in Women Studies,,,"GWSS 200,GWSS 300"
Seattle,GWSS 499,Undergraduate Research,,,"GWSS 200,GWSS 300"
Seattle,GWSS 501,History of Feminism,5,,
Seattle,GWSS 502,Cross Disciplinary Feminist Theory,5,,
Seattle,GWSS 503,Feminist Research and Methods of Inquiry,5,,
Seattle,GWSS 504,Philosophies and Techniques of Teaching,5,,
Seattle,GWSS 505,Feminist Publishing,5,,
Seattle,GWSS 510,Documentary Film/Video Research Methods in Native Communities,5,,
Seattle,GWSS 526,The Study of Lives in Feminist Research: Narrative and Visual Approaches,5,,
Seattle,GWSS 528,Gender and Sexuality in China,5,,
Seattle,GWSS 534,"Gender, Sex, and Religion",5,,
Seattle,GWSS 539,Social Movements in Contemporary India,5,,
Seattle,GWSS 541,Research Seminar: Feminist Geographies,5,,
Seattle,GWSS 542,"Gender, Music, Nation",5,,
Seattle,GWSS 545,Transnational Sexualities,5,,
Seattle,GWSS 555,Feminist International Political Economy,5,,
Seattle,GWSS 564,Queer Desires,5,,
Seattle,GWSS 566,Discourse and Sex/Uality,5,,
Seattle,GWSS 572,Transnational Chicana Feminist Theory,5,,
Seattle,GWSS 577,Women of Color in Academia,5,,
Seattle,GWSS 589,"Gender, Race, and Communication",5,,
Seattle,GWSS 590,Special Topics,,,
Seattle,GWSS 593,Feminist Doctoral Research Workshop,5,,
Seattle,GWSS 595,Graduate Student Colloquium,2,,
Seattle,GWSS 596,Preceptorial for Women Studies Graduate Students,5,,
Seattle,GWSS 597,Fieldwork in Women Studies,,,
Seattle,GWSS 598,Directed Readings in Women Studies,,,
Seattle,GWSS 599,Graduate Research Colloquium,2,,
Seattle,GWSS 600,Independent Study or Research,,,
Seattle,GWSS 700,Master's Thesis,,,
Seattle,GWSS 701,Master's Practicum,,,
Seattle,GWSS 800,Doctoral Dissertation,,,
Seattle,HCDE 100,Introduction to Human Centered Design and Engineering,5,,
Seattle,HCDE 210,Explorations in Human Centered Design,3,I&S,
Seattle,HCDE 231,Introduction to Communication in HCDE,3,,"C LIT 240,ENGL 109,ENGL 110,ENGL 111,ENGL 121,ENGL 131,ENGL 182,ENGL 197,ENGL 198,ENGL 199,ENGL 281"
Seattle,HCDE 300,Foundations of Human Centered Design and Engineering,5,,
Seattle,HCDE 301,Advanced Communication in HCDE,5,,"ENGR 231,HCDE 231"
Seattle,HCDE 303,Project Management and Computer Supported Collaboration and Work,5,,
Seattle,HCDE 308,Visual Communication in Human Centered Design and Engineering,5,VLPA,
Seattle,HCDE 310,Interactive Systems Design and Technology,5,,"CSE 142,CSE 160"
Seattle,HCDE 313,Introduction to User Research,5,,
Seattle,HCDE 318,Introduction to User-Centered Design,5,,
Seattle,HCDE 321,Portfolio,2,,
Seattle,HCDE 322,Organizational Teamwork,2,,
Seattle,HCDE 333,Advanced Technical Writing and Oral Presentation,4,,HCDE 231
Seattle,HCDE 407,Software User Assistance,5,,HCDE 310
Seattle,HCDE 408,"Public Documents: Proposals, EISs, Assessments",3,,
Seattle,HCDE 411,Information Visualization,5,"I&S,VLPA","HCDE 308,HCDE 310"
Seattle,HCDE 417,Usability Research Techniques,5,,HCDE 313
Seattle,HCDE 418,User Experience Design,5,,HCDE 318
Seattle,HCDE 419,Concepts in Human-Computer Interaction,5,I&S,HCDE 300
Seattle,HCDE 421,Current Practices in Technical Communication,3,,
Seattle,HCDE 422,Style in Technical Communication,3,,
Seattle,HCDE 423,Introduction to Technical Editing,3,,
Seattle,HCDE 424,The Computer in Technical Communication,4,,
Seattle,HCDE 426,Software User Assistance,3,,HCDE 310
Seattle,HCDE 427,Production Editing,4,,
Seattle,HCDE 435,Introduction to Content Management,3,,
Seattle,HCDE 437,Web Design and Web Publishing,5,"I&S,VLPA",HCDE 318
Seattle,HCDE 438,Web Technologies,5,,HCDE 310
Seattle,HCDE 439,Physical Computing,5,,HCDE 310
Seattle,HCDE 451,User Experience Prototyping Techniques,5,,HCDE 318
Seattle,HCDE 455,User Interface Design,4,,
Seattle,HCDE 461,Japanese for Technical and Business Professions I,5,VLPA,
Seattle,HCDE 462,Japanese for Technical and Business Professions II,5,VLPA,HCDE 461
Seattle,HCDE 463,Japanese for Technical and Business Professions III,5,VLPA,HCDE 462
Seattle,HCDE 492,Capstone Planning,2,,"HCDE 300,HCDE 301,HCDE 308,HCDE 310,HCDE 313,HCDE 318"
Seattle,HCDE 493,Senior Capstone,5,,HCDE 492
Seattle,HCDE 495,Professional Practice,,,
Seattle,HCDE 496,Directed Research in Human Centered Design and Engineering,,,
Seattle,HCDE 497,Study Abroad: Human Centered Design and Engineering,,,
Seattle,HCDE 498,Special Topics,,,
Seattle,HCDE 499,Special Projects,,,
Seattle,HCDE 501,Theoretical Foundations of Human Centered Design and Engineering,4,,
Seattle,HCDE 502,Empirical Traditions in Human Centered Design and Engineering,4,,
Seattle,HCDE 503,Navigating Design in Organizations,4,,
Seattle,HCDE 505,Computer-Assisted Communication,4,,
Seattle,HCDE 508,Visual Communication,4,,
Seattle,HCDE 509,Writing the Scientific Article,3,,
Seattle,HCDE 510,Information Design,4,,HCDE 501
Seattle,HCDE 511,Information Visualization,4,,
Seattle,HCDE 512,International User Experience and Communication,4,,
Seattle,HCDE 513,Globalization and Localization Management,4,,
Seattle,HCDE 514,Strategies for International Product Management,4,,"HCDE 512,HDCE 513"
Seattle,HCDE 516,Experimental Research Methods,4,,
Seattle,HCDE 517,Usability Studies,4,,
Seattle,HCDE 518,User-Centered Design,4,,
Seattle,HCDE 519,Qualitative Research Methods,4,,
Seattle,HCDE 520,Design and Management of Complex Systems,4,,
Seattle,HCDE 521,Seminar: Current Issues in Human Centered Design and Engineering,,,
Seattle,HCDE 523,Design Use Build (DUB) Seminar,1,,
Seattle,HCDE 530,Computational Concepts in HCDE,4,,
Seattle,HCDE 532,Web Design Studio,2,,
Seattle,HCDE 534,Designing a Human Centered Venture,4,,
Seattle,HCDE 536,Interaction Design and Prototyping,4,,HCDE 518
Seattle,HCDE 537,User-Centered Web Design,4,,HCDE 518
Seattle,HCDE 539,Physical Computing and Prototyping,4,,
Seattle,HCDE 541,Grant Writing for Career Development,4,,
Seattle,HCDE 542,Theoretical Foundations in Human Centered Design and Engineering,4,,
Seattle,HCDE 543,Empirical Traditions in Human Centered Design and Engineering,4,,
Seattle,HCDE 544,Research Methods I,4,,
Seattle,HCDE 545,Research Methods II,4,,
Seattle,HCDE 546,Design Thinking,4,,
Seattle,HCDE 547,Academic Development Seminar,1,,
Seattle,HCDE 548,Advanced Topics in Human Centered Design and Engineering,4,,
Seattle,HCDE 592,Capstone Planning,1,,
Seattle,HCDE 593,Capstone,4,,"HCDE 518,HCDE 592"
Seattle,HCDE 596,Directed Research in Human Centered Design and Engineering,,,
Seattle,HCDE 597,Approaches to Teaching Technical Communication,,,"HCDE 231,HCDE 333"
Seattle,HCDE 599,Special Projects,,,
Seattle,HCDE 600,Independent Study or Research,,,
Seattle,HCDE 601,Internship,,,
Seattle,HCDE 700,Master's Thesis,,,
Seattle,HCDE 800,Doctoral Dissertation,,,
Seattle,HCID 510,Designing Interactive Systems,3,,
Seattle,HCID 511,Ideation Studio,5,,
Seattle,HCID 520,User Interface Software and Technology,3,,
Seattle,HCID 521,Prototyping Studio,5,,
Seattle,HCID 530,Usability and User Research,3,,
Seattle,HCID 531,Evaluation Studio,5,,
Seattle,HCID 540,Capstone Planning,1,,
Seattle,HCID 541,Capstone Studio,8,,
Seattle,HCID 590,"Design, Use, Build Seminar",1,,
Seattle,HCID 598,Special Topics,,,
Seattle,HCID 599,Special Projects,,,
Seattle,HIHIM 405,Introduction to Health Data Analytics,3,,
Seattle,HIHIM 407,Foundations for Healthcare Vocabularies,3,,
Seattle,HIHIM 408,Management Concepts With HIM Applications,4,,
Seattle,HIHIM 409,Disease Concepts for Managers,4,,
Seattle,HIHIM 410,Foundations in Health Information Management,4,,
Seattle,HIHIM 411,Health Data Management,3,,
Seattle,HIHIM 412,Healthcare Coding,5,,HIHIM 409
Seattle,HIHIM 413,Revenue Cycle Management,3,,
Seattle,HIHIM 414,"ICD, Clinical Documentation and Revenue Management",3,,
Seattle,HIHIM 415,"CPT/HCPCS, Clinical Documentation and Revenue Management",5,,
Seattle,HIHIM 420,Healthcare Computer Systems and Electronic Health Records,5,,"HIHIM 410,HIHIM 411"
Seattle,HIHIM 421,Health Information Systems Analysis,5,,HIHIM 420
Seattle,HIHIM 425,Research Design and Statistics for HIHIM,3,,
Seattle,HIHIM 450,Healthcare Delivery and Policy,3,,
Seattle,HIHIM 454,Finance Concepts for Healthcare Managers,4,,
Seattle,HIHIM 455,Professionalism and Leadership,4,,
Seattle,HIHIM 456,Quality Assurance and Research in Healthcare,5,,
Seattle,HIHIM 460,Professional Pathways,3,,HIHIM 410
Seattle,HIHIM 461,Professional Development and Networking,2,,
Seattle,HIHIM 462,Capstone Project,5,,HIHIM 460
Seattle,HIHIM 470,Legal Concepts for Health Fields,3,,
Seattle,HIHIM 480,"Management, Problem-Solving, and Decision-Making",5,,
Seattle,HIHIM 490,Special Topics,,,
Seattle,HIHIM 499,Independent Study,,,
Seattle,HIHIM 508,Health Information Management Systems and Leadership,3,,
Seattle,HIHIM 510,Enterprise Systems and Electronic Health Records,3,,
Seattle,HIHIM 520,"Law, Policy, and Ethics in Health Informatics and Health Care",3,,
Seattle,HIHIM 525,Database Concepts and Applications in Health Informatics,3,,
Seattle,HIHIM 530,Privacy and Security in Electronic Environments,3,,
Seattle,HIHIM 535,"Clinical Vocabularies, Terminologies, Classifications, and Mapping",3,,
Seattle,HIHIM 540,Consumer Health Informatics,3,,
Seattle,HIHIM 550,Healthcare Data Management - Health Record to Enterprise,3,,
Seattle,HIHIM 555,EHR/HI Systems Operations and Improvement,3,,
Seattle,HIHIM 556,Environment of Care,3,,
Seattle,HIHIM 560,Special Topics in Health Informatics,3,,
Seattle,HIHIM 598,Project Management,3,,
Seattle,HIHIM 599,Capstone Project,3,,
Seattle,HINDI 101,Elementary Hindi,5,,
Seattle,HINDI 102,Elementary Hindi,5,,HINDI 101
Seattle,HINDI 103,Elementary Hindi,5,,HINDI 102
Seattle,HINDI 201,Intermediate Hindi,5,VLPA,HINDI 103
Seattle,HINDI 202,Intermediate Hindi,5,VLPA,HINDI 201
Seattle,HINDI 203,Intermediate Hindi,5,VLPA,HINDI 202
Seattle,HINDI 301,Advanced Hindi,5,VLPA,
Seattle,HINDI 302,Advanced Hindi,5,VLPA,
Seattle,HINDI 303,Advanced Hindi,5,VLPA,
Seattle,HINDI 404,Derivational Morphology of Hindi/Urdu,5,VLPA,HINDI 203
Seattle,HINDI 421,Survey of Modern Hindi Literature: Short Story,5,"I&S,VLPA",HINDI 303
Seattle,HINDI 422,Survey of Modern Hindi Literature: Poetry,5,"I&S,VLPA",HINDI 303
Seattle,HINDI 423,Survey of Modern Hindi Literature: Novel,5,VLPA,HINDI 303
Seattle,HINDI 424,Survey of Modern Hindi/Urdu Literature: Drama,5,"I&S,VLPA",
Seattle,HINDI 431,Advanced Conversational Hindi,3,VLPA,HINDI 323
Seattle,HINDI 451,Advanced Hindi Readings,5,VLPA,HINDI 303
Seattle,HINDI 499,Undergraduate Research,,,
Seattle,HINDI 501,Studies in Classical Hindi Literature (Braj),5,"I&S,VLPA",HINDI 303
Seattle,HINDI 502,Studies in Classical Hindi Literature (Avahdi),5,"I&S,VLPA",HINDI 303
Seattle,HINDI 503,Studies in Classical Hindi Literature (Sant Bhasha),5,"I&S,VLPA",HINDI 303
Seattle,HINDI 504,Studies in Classical Hindi Literature (Rajasthani),5,"I&S,VLPA",HINDI 303
Seattle,HINDI 510,Structure of Hindi,3,,HINDI 403
Seattle,HINDI 524,Survey of Modern Hindi/Urdu Literature: Drama,5,,
Seattle,HONORS 100,Introduction to Honors Education,1,,
Seattle,HONORS 205,What We Know and How We Know It,5,C,
Seattle,HONORS 210,Humanities for Honors Students I,5,VLPA,
Seattle,HONORS 211,Humanities for Honors Students II,5,VLPA,
Seattle,HONORS 212,Humanities for Honors Students III,5,VLPA,
Seattle,HONORS 213,Honors Foreign Study I - Humanities,,VLPA,
Seattle,HONORS 220,Science for Honors Students I,5,NW,
Seattle,HONORS 221,Science for Honors Students II,5,NW,
Seattle,HONORS 222,Science for Honors Students III,5,NW,
Seattle,HONORS 223,Honors Foreign Study II - Natural Science,,NW,
Seattle,HONORS 230,Social Science for Honors Students I,5,I&S,
Seattle,HONORS 231,Social Science for Honors Students II,5,I&S,
Seattle,HONORS 232,Social Science for Honors Students III,5,I&S,
Seattle,HONORS 233,Honors Foreign Study III - Social Science,,I&S,
Seattle,HONORS 240,Fine Arts for Honors Students I,5,VLPA,
Seattle,HONORS 241,Fine Arts for Honors Students II,5,VLPA,
Seattle,HONORS 242,Fine Arts for Honors Students III,5,VLPA,
Seattle,HONORS 345,Interdisciplinary Writing Seminar,5,C,
Seattle,HONORS 350,Honors Seminar,2,,
Seattle,HONORS 381,Honors Foreign Study IV,,"I&S,NW,VLPA",
Seattle,HONORS 382,Honors Foreign Study V,,"I&S,NW",
Seattle,HONORS 383,Honors Foreign Study VI,,"NW,VLPA",
Seattle,HONORS 384,Honors Foreign Study VII,,"I&S,VLPA",
Seattle,HONORS 391,Honors Interdisciplinary Study I,5,"I&S,NW,VLPA",
Seattle,HONORS 392,Honors Interdisciplinary Study II,5,"I&S,NW",
Seattle,HONORS 393,Honors Interdisciplinary Study III,5,"NW,VLPA",
Seattle,HONORS 394,Honors Interdisciplinary Study IV,5,"I&S,VLPA",
Seattle,HONORS 396,Interdisciplinary Special Topics-Natural Science,,NW,
Seattle,HONORS 397,Interdisciplinary Special Topics-Social Science,,I&S,
Seattle,HONORS 398,Interdisciplinary Special Topics-Humanities,,VLPA,
Seattle,HONORS 496,Integration of the Honors Core Curriculum,1,,
Seattle,HONORS 499,Honors Independent Study or Research,,,
Seattle,HPS 400,Colloquium in the History and Philosophy of Science,5,"I&S,NW","HSTCMP 311,HSTCMP 312,HSTCMP 313,HSTCMP 314,HSTCMP 315,HSTCMP 317,HSTCMP 318,HSTCMP 412,PHIL 350,PHIL 360,PHIL 450,PHIL 460,PHIL 464,PHIL 466,PHIL 473,PHIL 481,PHIL 482,PHIL 483"
Seattle,HSERV 100,Personal and Public Health,3,I&S,
Seattle,HSERV 204,Communicating About Health: Current Issues and Perspectives,3,,
Seattle,HSERV 290,Special Topics,,I&S,
Seattle,HSERV 343,Health Behavior and Health Promotion,5,,
Seattle,HSERV 346,Using Economics to Solve Today's Healthcare Problems,4,I&S,"ECON 200,ECON 346"
Seattle,HSERV 415,War and Health,4,I&S,
Seattle,HSERV 475,Perspectives in Medical Anthropology,5,I&S,
Seattle,HSERV 476,Introduction to Applied Ethnographic Methods in Public Health,4,,
Seattle,HSERV 479,Black Lives and Police Violence: Racism and the Public's Health,4,"DIV,I&S",
Seattle,HSERV 482,The Health of Populations,4,"DIV,I&S",
Seattle,HSERV 488,"Dark Empire: Race, Health, and British Society - Abroad",5,,
Seattle,HSERV 490,Advanced Topics,,I&S,
Seattle,HSERV 499,Independent Study in Health Services,,,
Seattle,HSERV 504,Health Promotion and Behavior Change Communication,,,
Seattle,HSERV 507,Health Communication and Marketing for Health Promotion: Theory and Practice,3,,
Seattle,HSERV 508,Dynamics of Community Health Practice,3,,
Seattle,HSERV 509,Public Health and Informatics,3,,"BIME 530,BIME 533"
Seattle,HSERV 510,Society and Health,3,,
Seattle,HSERV 511,Introduction to Health Services and Public Health,,,
Seattle,HSERV 512,Health Systems and Policy,3,,HSERV 511
Seattle,HSERV 513,Health Policy Research,3,,HSERV 511
Seattle,HSERV 514,Social Determinants of Population Health and Health Disparities,3,,"EPI 547,HSERV 511"
Seattle,HSERV 515,War and Health,4,,
Seattle,HSERV 516,Introduction to Health Services,,,
Seattle,HSERV 517,Qualitative Research Methods: An Introduction,3,,
Seattle,HSERV 518,Social and Ethical Issues,,,
Seattle,HSERV 519,Study Design and Causal Inference,1,,
Seattle,HSERV 520,Methods in Applied Community Research,,,
Seattle,HSERV 521,Advanced Qualitative Methods in Anthropology and Public Health,5,,
Seattle,HSERV 522,Health Program Evaluation,,,
Seattle,HSERV 523,Advanced Health Services Research Methods I: Large Public Databases; Big Data,,,"BIOST 511,BIOST 512,BIOST 513,BIOST 517,BIOST 518,EPI 511,EPI 512,HSERV 511"
Seattle,HSERV 524,Advanced Health Services Research Methods II: Hierarchical and Incomplete Data,,,HSERV 523
Seattle,HSERV 525,Advanced Health Services Research Methods III: Casual Inference Using Observational Data,,,"BIOST 511,BIOST 512,BIOST 513,HSERV 523"
Seattle,HSERV 527,Survey Research Methods,4,,"BIOST 517,BIOST 518,CS&SS 527,EPI 512,EPI 513,G H 533,HSERV 511,HSERV 513"
Seattle,HSERV 528,Critically Appraising and Applying Evidence in Healthcare,3,,BIME 540
Seattle,HSERV 529,Introduction to Systematic Reviews and Meta-Analysis of Evidence,3,,"BIME 541,EPI 541,PHARM 529"
Seattle,HSERV 531,COPHP Population Health,3,,
Seattle,HSERV 532,COPHP Community Development,3,,
Seattle,HSERV 533,COPHP Quantitative Methods,6,,
Seattle,HSERV 534,COPHP Environmental Health,2,,
Seattle,HSERV 535,COPHP Health Behavior and Health Promotion,4,,
Seattle,HSERV 536,Emerging Infections of International Public Health Importance,,,EPI 529
Seattle,HSERV 537,COPHP Health Policy,6,,
Seattle,HSERV 538,COPHP Program Evaluation,2,,
Seattle,HSERV 539,COPHP Organizing Communities for Health,4,,
Seattle,HSERV 540,COPHP Management and Leadership,6,,
Seattle,HSERV 541,Topics in Maternal and Child Health I,,,
Seattle,HSERV 542,Epidemiology of Maternal and Child Health Problems,,,"EPI 511,EPI 512,EPI 521"
Seattle,HSERV 544,Maternal and Child Health in Low and Middle Income Countries,3,,
Seattle,HSERV 548,Research Methods for Social and Contextual Determinants of Health,3,,"BIOST 511,BIOST 517,EPI 511,EPI 512,EPI 548"
Seattle,HSERV 551,Public Health Law,2,,
Seattle,HSERV 552,Health Policy Development,,,
Seattle,HSERV 555,Health Disparities,2,,
Seattle,HSERV 556,Tobacco Related Health Disparities,,,
Seattle,HSERV 558,"Tobacco and Public Health: Prevention, Treatment, Policy, and Social Change",,,
Seattle,HSERV 559,Public Policy and the Public's Health,,,
Seattle,HSERV 560,Adult Learning: Theory and Practice,3,,
Seattle,HSERV 561,Introduction to Health Promotion Planning and Evaluation,,,
Seattle,HSERV 568,Health Economics,3,,
Seattle,HSERV 571,Cultural Competency for Public Health Practice,,,
Seattle,HSERV 575,Cancer Prevention and Control,3,,
Seattle,HSERV 576,"Health, Culture, and Community",3,,
Seattle,HSERV 577,Health Behavior and Preventative Medicine,,,
Seattle,HSERV 578,"Preparing, Writing, and Critiquing Scientific Research Proposals",,,EPI 588
Seattle,HSERV 580,Foundations of Health Behavior and Social Determinants of Health,2,,
Seattle,HSERV 581,Strategies of Health Promotion,4,,HSERV 511
Seattle,HSERV 583,Economic Evaluation in Health and Medicine,3,,PHARM 534
Seattle,HSERV 584,Assessing Outcomes in Health and Medicine,3,,PHARM 535
Seattle,HSERV 585,Seminar in Medical Geography,5,,
Seattle,HSERV 586,Medical Geography,3,,GEOG 580
Seattle,HSERV 587,Health Policy Economics,3,,
Seattle,HSERV 589,Community Based Participatory Research and Health,3,,
Seattle,HSERV 590,Selected Topics in Health Services,,,
Seattle,HSERV 591,Community Oriented Public Health Practice,,,
Seattle,HSERV 592,Program Seminars,,,
Seattle,HSERV 595,Practicum/Field Work in Community Medicine,,,
Seattle,HSERV 598,Extended Degree Program Project Option,,,
Seattle,HSERV 599,Capstone Project,,,
Seattle,HSERV 600,Independent Study or Research,,,
Seattle,HSERV 700,Master's Thesis,,,
Seattle,HSERV 800,Doctoral Dissertation,,,
Seattle,HSMGMT 500,Risk and Insurance Seminar,3,,
Seattle,HSMGMT 501,Epidemiology/Critical Evidence Appraisal,,,
Seattle,HSMGMT 503,Population Health Management,2,,
Seattle,HSMGMT 505,Managing Healthcare Organizations,,,
Seattle,HSMGMT 506,Introduction to Clinical Care,2,,
Seattle,HSMGMT 507,Group Dynamics and Team Leadership,,,
Seattle,HSMGMT 510,Organizational Behavior,,,
Seattle,HSMGMT 513,Seminar in Healthcare Finance,,,
Seattle,HSMGMT 514,Health Economics,,,
Seattle,HSMGMT 515,Advanced Economics - Decision Analysis,,,
Seattle,HSMGMT 518,Ethical Issues in Health Services,,,
Seattle,HSMGMT 523,Informatics in Healthcare Management,3,,
Seattle,HSMGMT 531,Systems Modeling Frameworks for Healthcare,3,,
Seattle,HSMGMT 532,Quantitative Methods for Health Systems Design and Analysi,3,,
Seattle,HSMGMT 545,Capstone Integrative Seminar,,,
Seattle,HSMGMT 550,Medical Practice Quality Measurement and Management,3,,
Seattle,HSMGMT 552,Health Administration and Business Law,4,,
Seattle,HSMGMT 553,Healthcare Marketing Strategy,2,,
Seattle,HSMGMT 554,Entrepreneurship,2,,
Seattle,HSMGMT 560,Management Practice in Healthcare and Public Health Organizations,,,
Seattle,HSMGMT 562,Strategic Management of Healthcare Organizations,,,"HSERV 511,HSMGMT 560"
Seattle,HSMGMT 563,Personnel Management for Health Professionals,,,
Seattle,HSMGMT 566,Decision Support Models for Health Services,3,,"BIOST 502,BIOST 503,BIOST 511"
Seattle,HSMGMT 567,Clinical Systems Management,3,,
Seattle,HSMGMT 568,Quality Process Management,,,
Seattle,HSMGMT 570,Quantitative Methods,,,
Seattle,HSMGMT 571,Healthcare Financial Management,3,,"ACCTG 500,ACCTG 501,HSERV 511"
Seattle,HSMGMT 572,Financial Management for Health Professionals,3,,"BIOST 502,BIOST 503,BIOST 511"
Seattle,HSMGMT 574,Financial Management I,,,
Seattle,HSMGMT 576,Capital Planning,2,,
Seattle,HSMGMT 577,Environment of Care,2,,
Seattle,HSMGMT 578,Project Management,2,,
Seattle,HSMGMT 579,Accounting for Health Service Managers,3,,
Seattle,HSMGMT 590,Select Topics,,,
Seattle,HSMGMT 592,Health Management Program Seminar,,,
Seattle,HSTAA 101,Survey of the History of the United States,5,I&S,
Seattle,HSTAA 105,The Peoples of the United States,5,"DIV,I&S",
Seattle,HSTAA 110,History of American Citizenship,5,"DIV,I&S",
Seattle,HSTAA 150,Introduction to African American History,5,I&S,
Seattle,HSTAA 202,"American Foreign Policy, 1776 -Present",5,I&S,
Seattle,HSTAA 203,American Presidents in the Twentieth Century,,I&S,
Seattle,HSTAA 205,Asian American History,5,"DIV,I&S",
Seattle,HSTAA 208,"The City: People, Place, and Environments",5,I&S,
Seattle,HSTAA 210,"Inconvenient Indians and the ""American Problem"": American Indian History Since 1815",5,"DIV,I&S",
Seattle,HSTAA 212,The Military History of the United States From Colonial Times to the Present,5,I&S,
Seattle,HSTAA 221,Environmental History of the U.S.,5,I&S,
Seattle,HSTAA 225,American Slavery,5,"DIV,I&S",
Seattle,HSTAA 230,"Race and Power in America, 1861-1940",5,"DIV,I&S",
Seattle,HSTAA 231,Race and American History,5,"DIV,I&S",
Seattle,HSTAA 235,The American People and Their Culture in the Modern Era: A History of the United States Since 1940,5,I&S,
Seattle,HSTAA 270,The Jazz Age,5,"DIV,I&S",
Seattle,HSTAA 273,Women of the American West,5,I&S,
Seattle,HSTAA 290,Topics in American History,5,I&S,
Seattle,HSTAA 301,Colonial North America,5,I&S,
Seattle,HSTAA 302,Everyday Life in Nineteenth-Century America,5,"DIV,I&S",
Seattle,HSTAA 303,Modern American Civilization From 1877,5,I&S,
Seattle,HSTAA 313,African Americans in the American West,5,"DIV,I&S",
Seattle,HSTAA 315,Researching Indians' History,5,I&S,
Seattle,HSTAA 316,History of American Science,5,I&S,
Seattle,HSTAA 321,Becoming Black Americans,5,"DIV,I&S",
